english,hindi,punjabi
she will learn machine learning at university.,वह मशीन लर्निंग सीखूँगा विश्वविद्यालय में।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student am studying machine learning at home.,छात्र मशीन लर्निंग पढ़ाई कर रहा हूँ घर पर।,ਵਿਦਿਆਰਥੀ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
they built the lesson at home.,वे पाठ बनाया घर पर।,ਉਹ ਪਾਠ ਬਣਾਇਆ ਘਰ ਵਿੱਚ।
the student am studying the lesson at university.,छात्र पाठ पढ़ाई कर रहा हूँ विश्वविद्यालय में।,ਵਿਦਿਆਰਥੀ ਪਾਠ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i studied a project tomorrow.,मैं एक परियोजना अध्ययन किया कल।,ਮੈਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਅਧਿਐਨ ਕੀਤਾ ਕੱਲ੍ਹ।
my friend studied artificial intelligence today.,मेरा दोस्त कृत्रिम बुद्धिमत्ता अध्ययन किया आज।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕੀਤਾ ਅੱਜ।
he will write the lesson today.,वह पाठ लिखूँगा आज।,ਉਹ ਪਾਠ ਲਿਖਾਂਗਾ ਅੱਜ।
i read a translation system at home.,मैं एक अनुवाद प्रणाली पढ़ा घर पर।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਿਆ ਘਰ ਵਿੱਚ।
my friend studied a book quickly.,मेरा दोस्त एक किताब अध्ययन किया जल्दी।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਕਿਤਾਬ ਅਧਿਐਨ ਕੀਤਾ ਜਲਦੀ।
the teacher am studying the lesson today.,शिक्षक पाठ पढ़ाई कर रहा हूँ आज।,ਅਧਿਆਪक ਪਾਠ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the student will study a book carefully.,छात्र एक किताब अध्ययन करूँगा ध्यान से।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਕਿਤਾਬ ਅਧਿਐਨ ਕਰਾਂਗਾ ਧਿਆਨ ਨਾਲ।
they am writing artificial intelligence carefully.,वे कृत्रिम बुद्धिमत्ता लिख रहा हूँ ध्यान से।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
we will read machine learning quickly.,हम मशीन लर्निंग पढ़ूँगा जल्दी।,ਅਸੀਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਂਗਾ ਜਲਦੀ।
they will learn the lesson today.,वे पाठ सीखूँगा आज।,ਉਹ ਪਾਠ ਸਿੱਖਾਂਗਾ ਅੱਜ।
i read the lesson today.,मैं पाठ पढ़ा आज।,ਮੈਂ ਪਾਠ ਪੜ੍ਹਿਆ ਅੱਜ।
they will read machine learning quickly.,वे मशीन लर्निंग पढ़ूँगा जल्दी।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਂਗਾ ਜਲਦੀ।
he read the lesson at university.,वह पाठ पढ़ा विश्वविद्यालय में।,ਉਹ ਪਾਠ ਪੜ੍ਹਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i am reading the lesson tomorrow.,मैं पाठ पढ़ रहा हूँ कल।,ਮੈਂ ਪਾਠ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
she will build data science carefully.,वह डेटा साइंस बनाऊँगा ध्यान से।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਧਿਆਨ ਨਾਲ।
she will study artificial intelligence tomorrow.,वह कृत्रिम बुद्धिमत्ता अध्ययन करूँगा कल।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕਰਾਂਗਾ ਕੱਲ੍ਹ।
i read data science carefully.,मैं डेटा साइंस पढ़ा ध्यान से।,ਮੈਂ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਧਿਆਨ ਨਾਲ।
the student am building a project at university.,छात्र एक परियोजना बना रहा हूँ विश्वविद्यालय में।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਬਣਾ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student am reading artificial intelligence at home.,छात्र कृत्रिम बुद्धिमत्ता पढ़ रहा हूँ घर पर।,ਵਿਦਿਆਰਥੀ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
i will read a project at home.,मैं एक परियोजना पढ़ूँगा घर पर।,ਮੈਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਾਂਗਾ ਘਰ ਵਿੱਚ।
she am building a book tomorrow.,वह एक किताब बना रहा हूँ कल।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i will study a translation system today.,मैं एक अनुवाद प्रणाली अध्ययन करूँगा आज।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਅਧਿਐਨ ਕਰਾਂਗਾ ਅੱਜ।
we am writing the lesson today.,हम पाठ लिख रहा हूँ आज।,ਅਸੀਂ ਪਾਠ ਲਿਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
my friend am reading the lesson carefully.,मेरा दोस्त पाठ पढ़ रहा हूँ ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਪਾਠ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
the teacher studied artificial intelligence quickly.,शिक्षक कृत्रिम बुद्धिमत्ता अध्ययन किया जल्दी।,ਅਧਿਆਪक ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕੀਤਾ ਜਲਦੀ।
the teacher will build a translation system quickly.,शिक्षक एक अनुवाद प्रणाली बनाऊँगा जल्दी।,ਅਧਿਆਪक ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਬਣਾਂਗਾ ਜਲਦੀ।
she am learning artificial intelligence at university.,वह कृत्रिम बुद्धिमत्ता सीख रहा हूँ विश्वविद्यालय में।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend am writing the lesson today.,मेरा दोस्त पाठ लिख रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਪਾਠ ਲਿਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the student built a book quickly.,छात्र एक किताब बनाया जल्दी।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਕਿਤਾਬ ਬਣਾਇਆ ਜਲਦੀ।
my friend wrote artificial intelligence quickly.,मेरा दोस्त कृत्रिम बुद्धिमत्ता लिखा जल्दी।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਿਆ ਜਲਦੀ।
the student will learn the lesson tomorrow.,छात्र पाठ सीखूँगा कल।,ਵਿਦਿਆਰਥੀ ਪਾਠ ਸਿੱਖਾਂਗਾ ਕੱਲ੍ਹ।
they built a book tomorrow.,वे एक किताब बनाया कल।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਬਣਾਇਆ ਕੱਲ੍ਹ।
we studied a book carefully.,हम एक किताब अध्ययन किया ध्यान से।,ਅਸੀਂ ਇੱਕ ਕਿਤਾਬ ਅਧਿਐਨ ਕੀਤਾ ਧਿਆਨ ਨਾਲ।
the teacher will build data science at university.,शिक्षक डेटा साइंस बनाऊँगा विश्वविद्यालय में।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
they am learning a translation system quickly.,वे एक अनुवाद प्रणाली सीख रहा हूँ जल्दी।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
my friend will study machine learning at home.,मेरा दोस्त मशीन लर्निंग अध्ययन करूँगा घर पर।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਅਧਿਐਨ ਕਰਾਂਗਾ ਘਰ ਵਿੱਚ।
she learned data science today.,वह डेटा साइंस सीखा आज।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖਿਆ ਅੱਜ।
the teacher read a translation system tomorrow.,शिक्षक एक अनुवाद प्रणाली पढ़ा कल।,ਅਧਿਆਪक ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਿਆ ਕੱਲ੍ਹ।
i am building a project today.,मैं एक परियोजना बना रहा हूँ आज।,ਮੈਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅੱਜ।
we will build a project at home.,हम एक परियोजना बनाऊँगा घर पर।,ਅਸੀਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਬਣਾਂਗਾ ਘਰ ਵਿੱਚ।
they am learning machine learning at home.,वे मशीन लर्निंग सीख रहा हूँ घर पर।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
she am learning data science at home.,वह डेटा साइंस सीख रहा हूँ घर पर।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
we will read a book at home.,हम एक किताब पढ़ूँगा घर पर।,ਅਸੀਂ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹਾਂਗਾ ਘਰ ਵਿੱਚ।
they learned artificial intelligence carefully.,वे कृत्रिम बुद्धिमत्ता सीखा ध्यान से।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਿਆ ਧਿਆਨ ਨਾਲ।
he read data science today.,वह डेटा साइंस पढ़ा आज।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਅੱਜ।
he am writing a translation system at university.,वह एक अनुवाद प्रणाली लिख रहा हूँ विश्वविद्यालय में।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਲਿਖ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
she will study machine learning at university.,वह मशीन लर्निंग अध्ययन करूँगा विश्वविद्यालय में।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਅਧਿਐਨ ਕਰਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student am learning a book carefully.,छात्र एक किताब सीख रहा हूँ ध्यान से।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਕਿਤਾਬ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
they read a project quickly.,वे एक परियोजना पढ़ा जल्दी।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਿਆ ਜਲਦੀ।
we will build artificial intelligence carefully.,हम कृत्रिम बुद्धिमत्ता बनाऊँगा ध्यान से।,ਅਸੀਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾਂਗਾ ਧਿਆਨ ਨਾਲ।
we will build the lesson at home.,हम पाठ बनाऊँगा घर पर।,ਅਸੀਂ ਪਾਠ ਬਣਾਂਗਾ ਘਰ ਵਿੱਚ।
my friend learned a book tomorrow.,मेरा दोस्त एक किताब सीखा कल।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਕਿਤਾਬ ਸਿੱਖਿਆ ਕੱਲ੍ਹ।
the teacher will study machine learning at home.,शिक्षक मशीन लर्निंग अध्ययन करूँगा घर पर।,ਅਧਿਆਪक ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਅਧਿਐਨ ਕਰਾਂਗਾ ਘਰ ਵਿੱਚ।
my friend will learn a translation system quickly.,मेरा दोस्त एक अनुवाद प्रणाली सीखूँगा जल्दी।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖਾਂਗਾ ਜਲਦੀ।
they will learn the lesson at home.,वे पाठ सीखूँगा घर पर।,ਉਹ ਪਾਠ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
he read a project today.,वह एक परियोजना पढ़ा आज।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਿਆ ਅੱਜ।
we am learning a project today.,हम एक परियोजना सीख रहा हूँ आज।,ਅਸੀਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
i will learn the lesson today.,मैं पाठ सीखूँगा आज।,ਮੈਂ ਪਾਠ ਸਿੱਖਾਂਗਾ ਅੱਜ।
i learned artificial intelligence today.,मैं कृत्रिम बुद्धिमत्ता सीखा आज।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਿਆ ਅੱਜ।
she will learn a book at home.,वह एक किताब सीखूँगा घर पर।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
i am reading a book today.,मैं एक किताब पढ़ रहा हूँ आज।,ਮੈਂ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਅੱਜ।
i will read artificial intelligence carefully.,मैं कृत्रिम बुद्धिमत्ता पढ़ूँगा ध्यान से।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਪੜ੍ਹਾਂਗਾ ਧਿਆਨ ਨਾਲ।
they will learn machine learning at home.,वे मशीन लर्निंग सीखूँगा घर पर।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
i built artificial intelligence at university.,मैं कृत्रिम बुद्धिमत्ता बनाया विश्वविद्यालय में।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾਇਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
he am building the lesson today.,वह पाठ बना रहा हूँ आज।,ਉਹ ਪਾਠ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅੱਜ।
i will write a translation system quickly.,मैं एक अनुवाद प्रणाली लिखूँगा जल्दी।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਲਿਖਾਂਗਾ ਜਲਦੀ।
they wrote a book today.,वे एक किताब लिखा आज।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਲਿਖਿਆ ਅੱਜ।
we will study artificial intelligence carefully.,हम कृत्रिम बुद्धिमत्ता अध्ययन करूँगा ध्यान से।,ਅਸੀਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕਰਾਂਗਾ ਧਿਆਨ ਨਾਲ।
the student am reading machine learning at university.,छात्र मशीन लर्निंग पढ़ रहा हूँ विश्वविद्यालय में।,ਵਿਦਿਆਰਥੀ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend wrote artificial intelligence tomorrow.,मेरा दोस्त कृत्रिम बुद्धिमत्ता लिखा कल।,ਮੇਰਾ ਦੋਸਤ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਿਆ ਕੱਲ੍ਹ।
my friend built machine learning carefully.,मेरा दोस्त मशीन लर्निंग बनाया ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਬਣਾਇਆ ਧਿਆਨ ਨਾਲ।
my friend am building data science today.,मेरा दोस्त डेटा साइंस बना रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾ ਰਿਹਾ ਹਾਂ ਅੱਜ।
we am learning data science today.,हम डेटा साइंस सीख रहा हूँ आज।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the student am writing a book at home.,छात्र एक किताब लिख रहा हूँ घर पर।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਕਿਤਾਬ ਲਿਖ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
